Name,taxonomy_id,genome_size,,Source (only if perplexity ai is used)
Lactobacillus backii,375175,2851935,,
Acinetobacter sp. ACNIH2,1758189,4169274,,
Porphyromonas asaccharolytica,28123,2186370,,
Hydrogenophaga sp. NH-16,2184519,4834599,,
Dietzia sp. JS16-p6b,2052657,3720309,,
Collinsella aerofaciens,74426,2306349,,
Chryseobacterium sp. NBC122,2547600,3139453,,
Paenibacillus sp. HB172198,2565926,4475055,,
Magnetococcus marinus,1124597,4719581,,
Phaeobacter gallaeciensis,60890,4540155,,
Treponema pedis,409322,2889325,,
Desulfobacca acetoxidans,60893,3282536,,
Achromobacter sp. MFA1 R4,1881016,6227325,,
Pseudomonas sp. 7SR1,1881017,6030974,,
Streptomyces sp. 3211,1964449,8991292,,
Candidatus Borrelia tachyglossi,1964448,1097749,,
Dietzia timorensis,499555,3607892,,
Cloacibacillus porcorum,1197717,3585187,,
Blautia sp. SC05B48,2479767,3731576,,
Ureibacillus thermosphaericus,51173,3488104,,
Pseudomonas sp. S-6-2,1931241,4035153,,
Rhizobium sp. 11515TR,2028343,7070317,,
Pusillimonas sp. ye3,2028345,3548703,,
TM7 phylum sp. oral taxon 957,2572088,782344,,
Microbacterium sp. Y-01,2048898,3820457,,
Kocuria indica,1049583,2842604,,
Entomoplasma melaleucae,81459,845295,,
Arcobacter thereius,544718,1909306,,
Fusobacterium hwasookii,1583098,2430523,,
Cupriavidus pauculus,82633,6174043,,
Virgibacillus necropolis,163877,4337422,,
Agromyces sp. MF30-A,2080742,3052052,,
Aeromonas dhakensis,196024,4836960,,
Mogibacterium pumilum,86332,1862768,,
Spirosoma aerolatum,1211326,7959595,,
Megasphaera stantonii,2144175,2652760,,
Solibacillus sp. R5-41,2048654,4283411,,
Nostoc sp. NIES-3756,1751286,6987571,,
Rhodococcus sp. S2-17,1990687,8014224,,
Gemmatimonas aurantiaca,173480,4636964,,
Hartmannibacter diazotrophicus,1482074,5449775,,
Chryseobacterium sp. F5649,2487071,NA,,
Jatrophihabitans sp. GAS493,1907575,4880021,,
Caldicellulosiruptor hydrothermalis,413888,2770676,,
Caldicellulosiruptor kronotskyensis,413889,2843785,,
Lactobacillus paraplantarum,60520,3245144,,
Amycolatopsis keratiniphila,129921,8982090,,
[Polyangium] brachysporum,413882,6476147,,
Desulfobacter hydrogenophilus,2291,5157696,,
Lelliottia jeotgali,1907578,4603334,,
Sodalis glossinidius,63612,4292502,,
Crinalium epipsammum,241425,5620407,,
Izhakiella sp. KSNA2,2579935,5182800,,
Hahella chejuensis,158327,7215267,,
Sphingomonas sp. PAMC26645,2565555,4283956,,
Thioflavicoccus mobilis,80679,4137521,,
Rhodococcus sp. PBTS 1,1653478,4251687,,
Lelliottia sp. WB101,2153385,4734070,,
Neisseria sp. 10023,1853278,2496444,,
Calyptogena okutanii thioautotrophic gill symbiont,410330,"1,022,154",,https://pubmed.ncbi.nlm.nih.gov/17493812/
endosymbiont of unidentified scaly snail isolate Monju,1248727,2597759,,
Alteromonas sp. BL110,1714845,4447938,,
Aquimarina sp. AD1,1714848,5375900,,
Sphingopyxis sp. PAMC25046,2565556,4497392,,
Plautia stali symbiont,891974,3981190,,
Oscillospiraceae bacterium J115,2093857,3381318,,
Neisseria sp. 10022,1853276,2727791,,
Capnocytophaga sp. oral taxon 864,1316593,2682541,,
Candidatus Doolittlea endobia,1778262,846562,,
Candidatus Hoaglandella endobia,1778263,636713,,
Candidatus Mikella endobia,1778264,352837,,
Fervidobacterium pennivorans,93466,2166381,,
Streptococcus lutetiensis,150055,1793521,,
Candidatus Protochlamydia naegleriophila,389348,3030375,,
Anaeromyxobacter sp. Fw109-5,404589,5277990,,
Enterococcus gilvus,160453,3945324,,
Bathymodiolus thermophilus thioautotrophic gill symbiont,2360,2832685,,
Helicobacter cholecystus,45498,1420261,,
Caldimicrobium thiodismutans,1653476,1814952,,
Gloeocapsa sp. PCC 7428,1173026,5882710,,
Actinoalloteichus sp. GBA129-24,1612551,7275385,,
Candidatus Kinetoplastibacterium galatii,994695,822140,,
Paracoccus sp. BM15,1529068,3954736,,
Saccharospirillum mangrovi,2161747,3686911,,
Vibrio casei,673372,3987290,,
[Clostridium] ultunense,45497,3216692,,
Candidatus Kinetoplastibacterium desouzaii,994692,833125,,
Geodermatophilus obscurus,1861,5322497,,
Dermatophilus congolensis,1863,2627820,,
Ottowia sp. oral taxon 894,1658672,2440742,,
Actinoplanes teichomyceticus,1867,8287152,,
Arsenicicoccus sp. oral taxon 190,1658671,3525271,,
Streptomyces qaidamensis,1783515,9083372,,
Rhodococcus hoagii,43767,5438826,,
Campylobacter insulaenigrae,260714,1465081,,
Herbaspirillum seropedicae,964,5392975,,
Microvirgula aerodenitrificans,57480,4127211,,
Gordonia sp. KTR9,337191,5885710,,
Pontimonas salivibrio,1159327,1760810,,
Phreatobacter cathodiphilus,1868589,4494445,,
Shewanella sp. D4-2,2520507,4718011,,
Pseudothermotoga hypogea,57487,2165165,,
Alteromonas sp. RW2A1,1917158,4143824,,
Streptococcus gallolyticus,315405,2258003,,
Sporosarcina pasteurii,1474,3253966,,
Candidatus Thiodictyon syntrophicum,1166950,7738984,,
Myxococcus fulvus,33,10824667,,
Neisseria animaloris,326522,2283939,,
Burkholderia sp. DHOD12,2571746,8576517,,
Pseudomonas sabulinigri,472181,4030203,,
Mycoplasma mycoides,2102,1084586,,
Mycoplasma hyorhinis,2100,806507,,
Novosphingobium sp. ABRDHK2,2571749,4770198,,
Mycoplasma leachii,2105,1017232,,
Mycoplasma pneumoniae,2104,823017,,
Lacunisphaera limnophila,1838286,4199284,,
Halomonas sp. A3H3,1346287,5643878,,
Corynebacterium glaucum,187491,2518659,,
Lactobacillus coryniformis,1610,2951508,,
Exiguobacterium sp. ZWU0009,1224749,3421840,,
Borrelia recurrentis,44449,1242163,,
Fluviicola taffensis,191579,4633577,,
Edwardsiella sp. EA181011,1578828,3934167,,
Thermanaeromonas toyohensis,161154,3334124,,
Gemmatimonas phototrophica,1379270,4716552,,
Clostridium drakei,332101,5695241,,
Opitutus terrae,107709,5957605,,
Synechococcus sp. WH 8101,59932,2626660,,
Rhodothermus marinus,29549,3386737,,
Bradyrhizobium sp. BTAi1,288000,8493513,,
Spirosoma pollinicola,2057025,8794837,,
Staphylococcus auricularis,29379,2216575,,
Sphingopyxis sp. WS5A3p,2054227,4373091,,
Campylobacter volucris,1031542,1532062,,
Edwardsiella anguillarum,1821960,4329652,,
Sulfitobacter sp. JL08,2070369,4323690,,
Desulfovibrio africanus,873,4200534,,
Dichelobacter nodosus,870,1389350,,
[Pseudomonas] mesoacidophila,265293,7840830,,
Marinobacter hydrocarbonoclasticus,2743,3989480,,
Microbacterium testaceum,2033,3590404,,
Altererythrobacter sp. NS1,2338327,2786235,,
Ralstonia mannitolilytica,105219,5072301,,
Halomonas elongata,2746,4061825,,
Buchnera aphidicola,9,653353,,
Aeromonas salmonicida,645,4954811,,
Tropheryma whipplei,2039,925938,,
Leuconostoc gelidum,1244,1893499,,
Acinetobacter ursingii,108980,3510045,,
Acinetobacter schindleri,108981,3337186,,
Gordonia sp. 1D,1737359,5151623,,
Desulfococcus multivorans,897,4455976,,
Desulfomicrobium baculatum,899,3942657,,
Sulfurospirillum sp. SL2-1,1986224,2814086,,
Plantactinospora sp. KBS50,2024580,6689726,,
Kosakonia sacchari,1158459,4902106,,
Pusillimonas sp. T7-7,1007105,3924810,,
Coxiella endosymbiont of Amblyomma americanum,325775,656901,,
Mesorhizobium ciceri,39645,6880454,,
Leptothrix cholodnii,34029,4909403,,
Streptomyces sp. Z022,1442032,8157885,,
Corynebacterium maris,575200,2833547,,
Gallaecimonas sp. HK-28,2291597,4071977,,
Anaerolinea thermophila,167964,3532378,,
Exiguobacterium sp. AT1b,360911,2863912,,
Labrenzia alexandrii,388408,5462930,,
Frankia sp. QA3,710111,7590853,,
Marinomonas sp. MWYL1,400668,"5,100,344",,https://www.genome.jp/kegg-bin/show_organism?org=mmw
Streptomyces sp. P3,2135430,9900720,,
Pedobacter steynii,430522,8060701,,
Alcanivorax dieselolei,285091,4928223,,
Maribacter sp. T28,1836467,4271158,,
Roseomonas sp. FDAARGOS_362,2018065,5174209,,
Aeromicrobium sp. A1-2,2107713,3446585,,
Granulibacter bethesdensis,364410,2708311,,
Helicobacter hepaticus,32025,1799146,,
Burkholderia pseudomultivorans,1207504,7554008,,
Helicobacter cetorum,138563,1847790,,
Methylobacterium sp. DM1,2067957,5905221,,
Phascolarctobacterium faecium,33025,2454371,,
Candidatus Hepatoplasma crinochetorum,295596,657101,,
Polaribacter sp. SA4-12,1312072,3990261,,
Tenacibaculum maritimum,107401,3333272,,
Mycobacteroides immunogenum,83262,5573781,,
Mycolicibacter terrae,1788,4532317,,
Aeribacillus pallidus,33936,3972990,,
Providencia sneebia,516075,3896123,,
Anaplasma centrale,769,1206806,,
Bacillus cohnii,33932,4899141,,
Avibacterium volantium,762,2230476,,
Mycobacterium marinum,1781,6450522,,
Ectothiorhodospira haloalkaliphila,421628,3448426,,
Wenzhouxiangella marina,1579979,3675202,,
Kushneria konosiri,698828,3584631,,
Acidiphilium multivorum,62140,4214744,,
Raoultella ornithinolytica,54291,5606861,,
Luteimonas sp. YGD11-2,2508168,3216429,,
Chlorobaculum parvum,274539,2289249,,
Chlorobaculum limnaeum,274537,2797276,,
Staphylococcus stepanovicii,643214,2439098,,
Methylomicrobium sp. wino1,2049332,5056496,,
Chroococcidiopsis thermalis,54299,6689401,,
Dermabacter vaginalis,1630135,2392314,,
Rickettsia amblyommatis,33989,1459240,,
Providencia rustigianii,158850,4035562,,
Sulfurospirillum sp. UCH001,1581011,2606563,,
Hymenobacter sp. DG25B,1385664,4360029,,
Blastochloris viridis,1079,3724841,,
Rhodopseudomonas palustris,1076,5457289,,
Thalassolituus oleivorans,187493,3920328,,
Rhodobacter blasticus,1075,3706095,,
Bacteroides helcogenes,290053,3998906,,
Hyphomicrobium nitrativorans,1427356,3653837,,
Rhodococcus sp. 2G,1570939,5596514,,
Desulfitobacterium dichloroeliminans,233055,3624449,,
Paenibacillus alvei,44250,6674793,,
Chlorobium phaeovibrioides,1094,2094018,,
Streptomyces alboflavus,67267,9717375,,
Chlorobium phaeobacteroides,1096,3133902,,
Planococcus sp. Y42,2213202,4149733,,
Lactobacillus sp. Koumiss,2138084,2930257,,
Chlorobium limicola,1092,2763181,,
Burkholderia sp. BDU8,1385592,"7,980,000",,https://burkholderia.com/strain/download?max=50&offset=2500&order=desc&sort=priority
Vibrio fluvialis,676,4827733,,
Burkholderia sp. BDU6,1385591,7357530,,
Vibrio parahaemolyticus,670,5165770,,
Wolbachia endosymbiont of Culex quinquefasciatus,263437,1482455,,
Vibrio vulnificus,672,5117890,,
Grimontia hollisae,673,3998439,,
Celeribacter ethanolicus,1758178,4157437,,
Aeromonas sp. ASNIH5,1758179,4783196,,
Alkalilimnicola ehrlichii,351052,3275944,,
Odoribacter splanchnicus,28118,4393364,,
Actinomyces sp. 299,2057743,3107761,,
Bradyrhizobium sp. SK17,2057741,8288568,,
Alloactinosynnema sp. L-07,1653480,7405112,,
Sulfuricella denitrificans,649841,3217213,,
Corynebacterium flavescens,28028,2758653,,
Pseudomonas sp. CMR12a,658629,6896611,,
Gordonibacter pamelaeae,471189,3399441,,
Lactobacillus murinus,1622,2290452,,
Staphylococcus hyicus,1284,2472129,,
Borreliella afzelii,29518,906136,,
Brachybacterium faecium,43669,3942970,,
Zhihengliuella sp. ISTPL4,2058657,3529729,,
Lactobacillus heilongjiangensis,1074467,2790548,,
Bacillus cellulosilyticus,1413,4681672,,
Turneriella parva,29510,4409302,,
Geoalkalibacter subterraneus,483547,3717645,,
Blautia hansenii,1322,3065949,,
Streptococcus acidominimus,1326,2445682,,
Sphingorhabdus sp. M41,1806885,3339521,,
Streptobacillus moniliformis,34105,1673280,,
Staphylococcus pseudintermedius,283734,2629596,,
Lactobacillus rhamnosus,47715,2941522,,
Streptococcus anginosus,1328,1924513,,
Streptococcus canis,1329,2157617,,
Coxiella burnetii,777,2032807,,
Lactobacillus bombi,1303590,1842084,,
Deinococcus geothermalis,68909,3247018,,
Dehalobacterium formicoaceticum,51515,3766545,,
Kosmotoga olearia,651457,2302126,,
Halomicronema hongdechloris,1209493,5577845,,
Jeotgalibaca sp. PTS2502,1903686,2300992,,
Paracoccus yeei,147645,4620225,,
Sodalis endosymbiont of Henestaris halophilus,1929246,1622395,,
Congregibacter litoralis,393662,4351117,,
Dokdonia donghaensis,326320,3293944,,
Persicobacter sp. JZB09,1085624,8251744,,
Helicobacter himalayensis,1591088,1829936,,
Blattabacterium sp. (Blattella germanica),624186,640935,,
Moorella thermoacetica,1525,2623349,,
Pediococcus acidilactici,1254,2044083,,
Pediococcus pentosaceus,1255,1832387,,
Enterobacter sp. 638,399742,4676461,,
Ruminiclostridium cellulolyticum,1521,4068724,,
Photorhabdus laumondii,2218628,5688987,,
Acidithiobacillus ferridurans,1232575,2921399,,
Actinoplanes friuliensis,196914,9376071,,
Prauserella marina,530584,6986413,,
Thermoanaerobacter pseudethanolicus,496866,2362816,,
Moraxellaceae bacterium HYN0046,2283318,3777352,,
Rahnella aquatilis,34038,5448900,,
Phaeobacter sp. LSS9,681157,4038237,,
Caulobacter segnis,88688,4655467,,
Deinococcus ficus,317577,4157290,,
Klebsiella michiganensis,1134687,6041841,,
Pseudomonas mendocina,300,5372474,,
Pseudomonas oleovorans,301,4686340,,
Kangiella koreensis,261964,2852073,,
Pseudomonas putida,303,6156701,,
Aminobacter sp. MSH1,374606,6042630,,
Ralstonia solanacearum,305,5572607,,
Streptomyces sp. Go-475,2072505,8570609,,
Streptomyces gilvosporeus,553510,8482298,,
Idiomarinaceae bacterium HL-53,1298881,2723460,,
Methylomusa anaerophila,1930071,4781198,,
Actinoalloteichus sp. AHMU CJ021,2072503,6822750,,
Streptomyces niveus,193462,8548654,,
Aquaspirillum sp. LM1,1938604,3962240,,
Brevundimonas sp. LM2,1938605,3564519,,
Janthinobacterium sp. LM6,1938606,6288464,,
Parashewanella spongiae,342950,5468749,,
Octadecabacter antarcticus,1217908,4875481,,
Glycocaulis alkaliphilus,1434191,3019659,,
Salinispora arenicola,168697,5867409,,
Polaribacter sp. BM10,1529069,3254403,,
Shewanella decolorationis,256839,4719362,,
Caldithrix abyssi,187145,4978541,,
Clostridium bornimense,1216932,3617025,,
Achromobacter sp. AONIH1,1758194,6648943,,
Serratia sp. SSNIH1,1758196,5388594,,
Streptomyces sp. W1SF4,2305220,8068143,,
Streptomyces pristinaespiralis,38300,8532592,,
Olsenella sp. oral taxon 807,712411,3077010,,
Corynebacterium mycetoides,38302,2266470,,
Serratia proteamaculans,28151,5525200,,
Yersinia kristensenii,28152,4733508,,
Sinorhizobium americanum,194963,6751508,,
Lactobacillus curieae,1138822,2095860,,
Bradyrhizobium guangdongense,1325090,8437991,,
Paenibacillus odorifer,189426,6812473,,
Hymenobacter sp. DG25A,1385663,3777136,,
Bradyrhizobium sp. CCBAU 51670,1325095,8138177,,
Actinoalloteichus sp. ADI127-7,1612552,7120854,,
Algoriphagus sp. M8-2,1727163,3882610,,
Streptomyces spongiicola,1690221,7180417,,
Flavonifractor plautii,292800,3985392,,
Rhizobiales bacterium PAMC 29148,2528642,4671983,,
Mycoplasma synoviae,2109,818795,,
Pedobacter sp. PACM 27299,1727164,6147290,,
Desulfobulbus oralis,1986146,2774417,,
Simplicispira suum,2109915,4154448,,
Ottowia oryzae,2109914,3901011,,
Melaminivora sp. SC2-9,2109913,3754020,,
Pseudomonas frederiksbergensis,104087,6118567,,
Friedmanniella luteola,546871,4717614,,
Paenibacillus sp. BIHB4019,1870819,7246671,,
Aromatoleum aromaticum,551760,4727255,,
Tenacibaculum todarodis,1850252,3019213,,
Entomoplasma freundtii,74700,838114,,
Marinobacter similis,1420916,3975896,,
Marinobacter salarius,1420917,4630160,,
Streptomyces sp. RTd22,1841249,11163800,,
Pseudothermotoga lettingae,177758,2135342,,
Brucella sp. 09RB8471,1149952,3434749,,
Brucella sp. 10RB9215,1149953,3562813,,
Indioceanicola profundi,2220096,5374982,,
Wigglesworthia glossinidia,51229,719535,,
Streptomyces sp. 4F,1751294,7882178,,
Bordetella hinzii,103855,4809490,,
Candidatus Nitrosoglobus terrae,1630141,2018309,,
Nakamurella sp. s14-144,1902245,3377955,,
Corynebacterium pelargi,1471400,2370062,,
Dyella sp. M7H15-1,2501295,3523985,,
Burkholderia pyrrocinia,60550,7961346,,
Vibrio owensii,696485,5890205,,
Burkholderia vietnamiensis,60552,6693522,,
Rickettsia montanensis,33991,1279798,,
Flavobacterium johnsoniae,986,6096872,,
Chryseobacterium sp. G0186,2487064,5038771,,
Chryseobacterium sp. G0201,2487065,4810759,,
Kutzneria albida,43357,9874926,,
Chryseobacterium sp. G0162,2487063,5276141,,
Idiomarina sp. OT37-5b,2100422,2893517,,
Shewanella marisflavi,260364,4321452,,
Enterobacter cloacae complex sp.,2027919,5067940,,
Geobacter uraniireducens,351604,5136364,,
Streptomyces sp. M2,646637,8718751,,
Pseudomonas libanensis,75588,6214234,,
Deinococcus actinosclerus,1768108,3264334,,
Desulfitobacterium dehalogenans,36854,4321753,,
Methylomonas denitrificans,1538553,5172098,,
Croceicoccus naphthovorans,1348774,3863562,,
Brachybacterium ginsengisoli,1331682,3953253,,
Streptomyces sp. 769,1262452,10338286,,
Exiguobacterium mexicanum,340146,2928390,,
Arachidicoccus sp. KIS59-12,2341117,4099663,,
Marinifilaceae bacterium SPP2,1717717,5718991,,
Streptomyces sp. PAMC 26508,1265601,7630245,,
Dialister sp. Marseille-P5638,2161821,2320245,,
Micromonospora echinaurantiaca,47857,7203233,,
Desulfomonile tiedjei,2358,6527027,,
Acinetobacter wuhouensis,1879050,3960451,,
Rickettsia heilongjiangensis,226665,1285678,,
Flexistipes sinusarabici,2352,2526590,,
Haliscomenobacter hydrossis,2350,8771651,,
Egicoccus halophilus,1670830,3980161,,
Egibacter rhizosphaerae,1670831,4637169,,
Mycolicibacterium hassiacum,46351,5269097,,
Candidatus Uzinura diaspidicola,670956,263431,,
Bacillus sp. OxB-1,98228,3594618,,
Serratia sp. ATCC 39006,104623,4971760,,
Thermoanaerobacter wiegelii,46354,2785056,,
Pontibacter sp. SGAir0037,2571030,5383526,,
Corynebacterium sp. 2184,2079535,2357924,,
Citrobacter sp. TBCP-5362,2576406,4569707,,
Actinomyces sp. Z16,2079536,3761642,,
Dickeya sp. NCPPB 3274,568766,5115016,,
Pantoea vagans,470934,4790329,,
Kitasatospora aureofaciens,1894,7076402,,
Dickeya sp. NCPPB 569,568768,4317154,,
Shewanella sp. WE21,2029986,5266746,,
Streptomyces antibioticus,1890,8410270,,
Streptomyces anulatus,1892,8690773,,
Pseudomonas palleroniana,191390,6153135,,
Hoeflea phototrophica,244596,4468465,,
Shewanella sediminis,271097,5517674,,
Spiroplasma melliferum,2134,1297943,,
Rubrobacter radiotolerans,42256,3398074,,
Novosphingobium resinovorum,158500,6918128,,
Ureaplasma urealyticum,2130,874478,,
Rickettsia bellii,33990,1579798,,
Stenotrophomonas acidaminiphila,128780,3848207,,
Neorickettsia risticii,950,879977,,
Wolbachia pipientis,955,1185354,,
Francisella persica,954,1516676,,
Spiroplasma clarkii,2139,1560007,,
Pseudoalteromonas tetraodonis,43659,4128400,,
Pseudoalteromonas rubra,43658,6143755,,
Vagococcus sp. MN-17,2571750,2190262,,
Streptomyces fulvissimus,68202,8349279,,
Komagataeibacter europaeus,33995,3797909,,
Cronobacter universalis,535744,4436873,,
Herminiimonas arsenicoxydans,204773,3424307,,
Pseudoalteromonas luteoviolacea,43657,6043625,,
Tateyamaria omphalii,299262,4747451,,
Microbacterium lemovicicum,1072463,3555647,,
Flavobacterium sp. GS03,2518177,3130338,,
Methylobacterium oryzae,334852,6286629,,
Brevundimonas vesicularis,41276,3345527,,
Fictibacillus phosphorivorans,1221500,4230665,,
Tetragenococcus koreensis,290335,2732026,,
Aerococcaceae bacterium ZY16052,2036206,2572159,,
Fusobacterium necrophorum,859,2288480,,
Erwinia billingiae,182337,5372268,,
Aurantimicrobium sp. MWH-Uga1,2079575,1609479,,
Halomonas aestuarii,1897729,3543891,,
Rhizobium sp. Y9,1914541,5321211,,
Aquabacterium olei,1296669,4256308,,
Pseudomonas poae,200451,5950238,,
Acinetobacter sp. LoGeW2-3,1808001,3357734,,
Candidatus Riesia pediculicola,401619,582127,,
Sulfurovum sp. NBC37-1,387093,2562277,,
Nitratiruptor sp. SB155-2,387092,1877931,,
Bordetella genomosp. 13,463040,5616102,,
